MSOA11CD,loneliness,LISA_score,LISA_support
E02001160,-0.14636565880358338,0.8333333333333334,6
E02004289,-0.14651289267943696,1.0,2
E02002388,-0.14754772234930535,0.7142857142857143,7
E02006222,-0.14828490012916157,1.0,6
E02006788,-0.14860011824826366,0.7142857142857143,7
E02000984,-0.14873261191233098,0.8333333333333334,6
E02006569,-0.14990679806082244,0.5714285714285714,7
E02004443,-0.15208019159452563,0.7142857142857143,7
E02004317,-0.1524817758672849,0.42857142857142855,7
E02005244,-0.15304366432163452,0.6,5
E02005789,-0.1539691024997773,1.0,7
E02000167,-0.15437492702313216,0.5714285714285714,7
E02001648,-0.15593884883746822,0.75,8
E02001287,-0.1569887776948634,0.6666666666666666,6
E02003580,-0.15721377132206224,0.6666666666666666,6
E02001191,-0.15734451055447485,0.8,5
E02001803,-0.15853429015239673,0.125,8
E02002935,-0.15977831677666343,0.8333333333333334,6
E02005313,-0.1600077396195403,0.6,5
E02003465,-0.16014226137348136,0.5714285714285714,7
E02003888,-0.16079507785781588,0.8,5
E02001262,-0.16097441674072063,0.6666666666666666,6
E02000985,-0.16208051074620153,0.8571428571428571,7
E02006383,-0.16233489398753373,0.6153846153846154,13
E02002038,-0.16235615912714058,1.0,5
E02000160,-0.16332916206838513,0.7777777777777778,9
E02001023,-0.16345746513709258,0.5,6
E02000314,-0.16369482034150606,0.3333333333333333,9
E02003214,-0.16374630379916943,0.8333333333333334,6
E02002786,-0.16396577904117804,0.7142857142857143,7
E02000501,-0.1647769598434372,1.0,5
E02000443,-0.16495571782409085,0.4,5
E02002950,-0.16501144642024568,0.75,8
E02002408,-0.16645224174112871,0.6666666666666666,6
E02000187,-0.1667265359941294,0.2727272727272727,11
E02003553,-0.16711299198052254,1.0,6
E02002537,-0.16798909253314423,0.375,8
E02004786,-0.16805562842498406,0.75,8
E02003490,-0.16876469506373404,0.6666666666666666,6
E02004706,-0.16877124332811788,0.4,5
E02006136,-0.1707704227138721,0.6666666666666666,9
E02000337,-0.1717730479825658,0.2857142857142857,7
E02003760,-0.17243797171930303,0.3333333333333333,6
E02000664,-0.17289177215638507,0.9,10
E02000071,-0.17404380752453696,0.3333333333333333,6
E02003725,-0.17471726342444316,0.1111111111111111,9
E02004612,-0.1747829473094526,0.6,5
E02004774,-0.17527163541248963,0.8333333333333334,6
E02004162,-0.17586966117633113,0.1111111111111111,9
E02004151,-0.17630494497784444,0.5,6
E02005910,-0.17666362671726926,0.7142857142857143,7
E02005798,-0.17702269187450417,1.0,7
E02000177,-0.17858018833099698,0.8,5
E02005221,-0.17938234867406566,0.5,6
E02005446,-0.17961875852106157,0.16666666666666666,6
E02005971,-0.18077911615751766,0.5,4
E02003909,-0.1812169339789964,1.0,5
E02005795,-0.18467017394644283,1.0,3
E02006530,-0.18557639076227084,0.5714285714285714,7
E02000046,-0.18661908256329318,0.14285714285714285,7
E02003691,-0.18684474118526767,0.5,8
E02001285,-0.18684728028237763,0.8,5
E02006409,-0.1869085380111027,0.5,6
E02002593,-0.18736465503860797,0.6,5
E02006133,-0.18823913224877176,0.25,4
E02001399,-0.1885920171418688,0.5714285714285714,7
E02003363,-0.18873847556835527,0.5,6
E02000963,-0.18880931473824647,0.75,4
E02002604,-0.18935614382796828,1.0,5
E02006621,-0.1894669913704954,0.6666666666666666,6
E02006316,-0.18979485797570245,0.8,5
E02001129,-0.19041118298553233,0.8571428571428571,7
E02006236,-0.19041557528079925,0.3333333333333333,6
E02003746,-0.19084430373443484,0.8,5
E02000809,-0.19164022451225748,0.3333333333333333,6
E02001579,-0.19365097159108144,0.6666666666666666,9
E02004964,-0.19398698050287055,0.42857142857142855,7
E02005608,-0.19415158889641232,0.7,10
E02005395,-0.1945997115363133,0.75,4
E02005747,-0.19495690839414573,0.8571428571428571,7
E02000770,-0.19505133104511085,0.25,8
E02004638,-0.19535875989446272,0.5,6
E02003321,-0.19566444186636506,0.3333333333333333,6
E02000965,-0.19600822877714585,0.8333333333333334,6
E02005826,-0.1961743785417831,1.0,3
E02000774,-0.19618294142027842,0.5,4
E02001198,-0.19705160497776056,0.5,6
E02001998,-0.19877404341995758,0.8,5
E02001748,-0.20171363072716636,0.6666666666666666,6
E02005307,-0.2022393866809954,0.8,5
E02003862,-0.20325928548982702,0.5833333333333334,12
E02004779,-0.2035690213379171,0.5714285714285714,7
E02006028,-0.20418328237826167,0.8181818181818182,11
E02000499,-0.20530633706872556,0.5714285714285714,7
E02006041,-0.20587071786277267,0.8333333333333334,6
E02004465,-0.20699718929535282,0.75,8
E02006415,-0.20700423494787568,0.625,8
E02005277,-0.2075688858076221,0.4166666666666667,12
E02001723,-0.20806769209203047,0.6666666666666666,6
E02004726,-0.2080818055882461,0.8333333333333334,6
E02001337,-0.20861462947159737,0.8,5
E02004418,-0.20861928332366694,1.0,5
E02005122,-0.20948332064875408,0.7,10
E02006523,-0.210833073472869,0.6842105263157895,19
E02002983,-0.21125755883937147,1.0,5
E02004043,-0.21278168745366283,1.0,7
E02000769,-0.21301696880134885,0.16666666666666666,6
E02003815,-0.21337935841706765,0.5,4
E02004829,-0.21464684669420614,0.7142857142857143,7
E02001783,-0.215059515948521,0.625,8
E02003572,-0.21600663129044606,0.8571428571428571,7
E02002275,-0.21701449327272582,1.0,5
E02004673,-0.21805781378544248,0.42857142857142855,14
E02004286,-0.2202465681869832,1.0,4
E02006862,-0.2209184027719981,0.3333333333333333,6
E02005602,-0.22137819829929298,0.5,8
E02005077,-0.2224993371137709,0.75,8
E02001799,-0.22313293021433978,0.2,5
E02006903,-0.22384949007821142,0.2,5
E02001460,-0.2241256788650402,0.375,8
E02001244,-0.22466887417455966,1.0,7
E02000313,-0.2253744095723291,0.4,5
E02006384,-0.2263237047368541,1.0,4
E02002622,-0.2266971372302023,0.5,6
E02000278,-0.22753894570588606,0.42857142857142855,7
E02003689,-0.22760663291450056,0.6666666666666666,6
E02006886,-0.2279537201479518,0.5384615384615384,13
E02002435,-0.22954241544656556,0.7,10
E02004258,-0.2306733246069637,0.6666666666666666,6
E02004273,-0.2324218550335061,0.5,6
E02005909,-0.23349188179545766,0.75,4
E02004384,-0.23587563313541757,1.0,4
E02002213,-0.23698409330811487,1.0,8
E02001656,-0.23745225370883838,0.4,5
E02006499,-0.23774047707101015,0.6,5
E02000342,-0.23812024995655637,0.8333333333333334,6
E02004735,-0.2384403710519032,0.8571428571428571,7
E02003956,-0.23970264842663846,1.0,7
E02001966,-0.2406250747914972,0.5,6
E02006226,-0.24091489053746407,1.0,6
E02001339,-0.2432201853526263,1.0,6
E02005394,-0.2441834872809333,0.6,5
E02001197,-0.2443710225792302,0.5714285714285714,7
E02001131,-0.2479251748009053,0.8333333333333334,6
E02006607,-0.24866220224399857,0.875,8
E02002762,-0.24934964988861902,0.6666666666666666,6
E02004026,-0.24942143495555996,0.5,4
E02002046,-0.249617661504425,0.6,5
E02002757,-0.24976276313610374,0.8,5
E02000661,-0.25220282505990776,0.7142857142857143,7
E02005215,-0.2528824639453128,0.8333333333333334,6
E02006385,-0.2539371975456093,0.8571428571428571,7
E02002385,-0.25397932785327476,0.7142857142857143,7
E02005835,-0.2553362813430415,0.5,6
E02005594,-0.25595179563617415,0.8,5
E02005538,-0.25660904791566286,0.5,4
E02003905,-0.25665626387870666,0.7,10
E02005688,-0.25680824440699257,0.375,8
E02003853,-0.25770286572385254,0.8888888888888888,9
E02002682,-0.2586714166541434,0.8,5
E02001322,-0.25926025599505553,0.6666666666666666,6
E02005763,-0.25983459964575356,0.8181818181818182,11
E02004030,-0.2606307424783287,0.7272727272727273,11
E02004737,-0.26115223582570973,0.6666666666666666,6
E02005426,-0.26230287725429285,0.75,4
E02006212,-0.26262326579639594,0.5,10
E02000130,-0.26274455788756146,0.75,8
E02002640,-0.264295382463161,0.8,5
E02001362,-0.2650269097143817,1.0,6
E02006238,-0.2654956297334905,0.2,10
E02003448,-0.2660077392396318,0.6923076923076923,13
E02003325,-0.26642135035225656,0.5,6
E02005913,-0.26802087277976944,0.8333333333333334,6
E02005485,-0.2681569672870548,0.4,5
E02006899,-0.268647586579284,1.0,6
E02000442,-0.26865432737384265,0.6,5
E02002779,-0.26949711847301433,0.875,8
E02001813,-0.27160981477352497,0.14285714285714285,7
E02001228,-0.2716607135554676,1.0,7
E02006827,-0.2717930673548744,0.9090909090909091,11
E02002407,-0.27437665044498694,0.6666666666666666,6
E02005219,-0.2750813819838654,0.6666666666666666,6
E02004419,-0.275648723035118,1.0,5
E02004308,-0.27682261223683247,0.25,8
E02002465,-0.2772657869652738,1.0,8
E02003297,-0.2780386489596012,1.0,4
E02005414,-0.2785724363476968,0.75,4
E02002401,-0.2796476097469014,0.8571428571428571,7
E02005544,-0.2846507388598135,1.0,5
E02003324,-0.2848511720010703,0.2857142857142857,7
E02002940,-0.28550753690450786,1.0,5
E02005738,-0.28646931167884104,1.0,6
E02006715,-0.28777269800513816,0.6,5
E02006590,-0.28847628590671714,0.5714285714285714,7
E02004509,-0.28851232395368503,0.14285714285714285,7
E02006531,-0.28895519051351076,1.0,5
E02003964,-0.2889809671451059,1.0,7
E02001200,-0.289401672621024,0.125,8
E02003405,-0.2897405736474171,0.2222222222222222,9
E02006818,-0.2902814950692036,0.5,8
E02006462,-0.2903822976008684,0.8571428571428571,7
E02001215,-0.2905767484011639,1.0,5
E02001773,-0.2914735199915248,0.8571428571428571,7
E02005596,-0.291925445382046,0.5714285714285714,7
E02002934,-0.29194449037344533,0.8333333333333334,6
E02005111,-0.29310119372866916,0.3333333333333333,3
E02002181,-0.2943743404622293,1.0,6
E02000122,-0.29441356810070923,1.0,6
E02001003,-0.2945272946998241,1.0,7
E02003686,-0.2952294504824424,0.625,8
E02002884,-0.29539542039724626,0.8,5
E02006165,-0.2961509012427032,0.4,5
E02002499,-0.29652265339178574,0.2857142857142857,7
E02001203,-0.29728325816086687,1.0,8
E02004669,-0.298830089752712,0.13333333333333333,15
E02000655,-0.29929344221327703,0.625,8
E02003259,-0.3003770252550491,0.6666666666666666,6
E02006745,-0.30133299327696705,0.625,8
E02000328,-0.30227197242947745,0.5,6
E02005070,-0.3023942533794914,0.6666666666666666,6
E02006463,-0.3038074302903958,0.8571428571428571,7
E02001096,-0.30410323687201785,0.6666666666666666,9
E02004938,-0.3043523371469356,0.2727272727272727,11
E02005436,-0.3088243283146915,0.875,8
E02002288,-0.3088832323452502,1.0,6
E02000472,-0.30957260385980784,0.3333333333333333,6
E02006022,-0.31040710525333515,0.8571428571428571,7
E02003927,-0.3106010836298938,0.75,8
E02003670,-0.312756031993995,0.6666666666666666,6
E02003011,-0.3131504732806728,1.0,5
E02000077,-0.3137755283859098,0.8,5
E02004229,-0.3138329450924552,0.7142857142857143,7
E02001997,-0.3150581738421634,0.6666666666666666,6
E02001771,-0.31525725190134224,0.8333333333333334,6
E02001320,-0.3160154357571271,0.6,5
E02005392,-0.3164384221361382,0.6,5
E02004729,-0.31647421186126584,0.75,4
E02006796,-0.3165846276538448,0.5384615384615384,13
E02001196,-0.31828990742964464,0.8571428571428571,7
E02005714,-0.3182977287606201,1.0,3
E02006220,-0.32030689859410577,0.8571428571428571,7
E02006503,-0.320574121127624,0.4,10
E02001181,-0.3210010683997458,1.0,6
E02006872,-0.32114424016959686,0.7272727272727273,11
E02004841,-0.3211712143188158,0.7857142857142857,14
E02001727,-0.3214853344588745,0.5,6
E02003824,-0.3216777140940822,0.8,5
E02001421,-0.32209751806393255,0.8333333333333334,6
E02003586,-0.32402449287715085,1.0,7
E02003748,-0.3243526570729788,0.8,5
E02001860,-0.3248551980297387,0.8,5
E02000172,-0.325270643507786,0.5,8
E02000990,-0.3255846240634393,0.5,8
E02004636,-0.32582777625722575,0.6,5
E02001403,-0.326803178968079,0.8333333333333334,6
E02004430,-0.3269536509634238,0.6,5
E02003026,-0.3271392349105844,0.125,8
E02003855,-0.32781291567204174,1.0,6
E02006804,-0.32812176033898166,0.5,8
E02001148,-0.3282953902857979,0.7142857142857143,7
E02004442,-0.3288874652662032,0.6,5
E02003669,-0.3290212661480939,0.5,6
E02001118,-0.3301535598028913,1.0,5
E02006393,-0.33033303891908383,0.6,5
E02004924,-0.33318341699354914,0.5,6
E02002430,-0.33404194158933614,0.875,8
E02001526,-0.33443806714903823,0.5,4
E02004468,-0.3350474996105088,1.0,9
E02002431,-0.33593656100161645,0.8333333333333334,6
E02001465,-0.3366226205055446,0.5,8
E02003856,-0.3366249791372985,0.6666666666666666,9
E02001725,-0.3382440203137549,0.5,4
E02006123,-0.3383285257951631,1.0,7
E02006717,-0.33861555498855866,0.2857142857142857,7
E02003234,-0.33962626854770606,0.42857142857142855,7
E02000024,-0.33992106196694194,0.42857142857142855,7
E02006591,-0.3412638952430377,0.8,5
E02005807,-0.3420591437598876,1.0,9
E02006474,-0.3425051456476259,0.5,14
E02002742,-0.3426367579812535,0.75,4
E02001221,-0.3426921773902389,0.5714285714285714,7
E02000912,-0.3431276846769402,0.5454545454545454,11
E02006435,-0.3441827846772889,0.9090909090909091,11
E02002278,-0.34529827466009616,1.0,6
E02001610,-0.34546258808823094,0.4444444444444444,9
E02004054,-0.345680385135844,0.5,8
E02000343,-0.34584488124488616,0.6666666666666666,6
E02002072,-0.34587279341787525,1.0,7
E02005757,-0.3477361145160941,0.8,5
E02006103,-0.3482601314935082,0.8571428571428571,7
E02004359,-0.34857330903809813,0.875,8
E02003822,-0.34906212022059846,0.6470588235294118,17
E02001454,-0.34942494985134653,0.36363636363636365,11
E02006608,-0.34958881052653606,1.0,5
E02005605,-0.3511732406883791,0.42857142857142855,7
E02000200,-0.35188251014173383,0.2222222222222222,9
E02002607,-0.3526857870711789,0.6666666666666666,9
E02003509,-0.354027920423216,0.8571428571428571,7
E02002851,-0.35510817851364074,0.8571428571428571,7
E02000439,-0.35544508474303604,0.3333333333333333,6
E02003835,-0.35555748819432087,0.8,5
E02000347,-0.35687295538467634,0.5714285714285714,7
E02003854,-0.35921592044836403,0.875,8
E02006394,-0.359287382793339,0.5,4
E02001307,-0.36040019960258524,0.5714285714285714,7
E02005896,-0.36104333835925295,0.36363636363636365,11
E02001185,-0.3618035186241392,0.875,8
E02006502,-0.3619193099517914,0.6,5
E02001775,-0.36329197700760074,1.0,5
E02001618,-0.36460514431160873,0.7142857142857143,14
E02000747,-0.36483657200935316,0.3,10
E02003006,-0.36511036345978354,0.2222222222222222,9
E02002597,-0.36543905159507584,0.6,5
E02005751,-0.36583599009756973,0.36363636363636365,11
E02005063,-0.3658502649392772,0.5714285714285714,7
E02005904,-0.365863617917361,0.36363636363636365,11
E02000215,-0.36595121086345705,0.42857142857142855,7
E02006623,-0.36646439300780015,0.8,5
E02006716,-0.3668581149565311,0.6,5
E02006550,-0.3677943619164744,1.0,5
E02004578,-0.3681950316313477,0.5,4
E02005541,-0.3682824406617157,1.0,3
E02003688,-0.3684434082356485,0.625,8
E02004048,-0.3691814967912642,0.25,8
E02001349,-0.3719847937364582,0.375,8
E02003887,-0.3729525082831722,0.5714285714285714,7
E02001519,-0.373635869630887,0.5,6
E02006594,-0.37373772691187945,0.8,5
E02000557,-0.3746238894745191,0.2857142857142857,7
E02003345,-0.3749996484788921,0.8333333333333334,6
E02000125,-0.3754325451119138,0.5714285714285714,7
E02000440,-0.3755409588155577,0.625,8
E02002399,-0.37562235521746534,0.6666666666666666,6
E02004142,-0.37569889176641713,0.6363636363636364,11
E02004388,-0.37594181257670417,1.0,4
E02000173,-0.3760801213449416,0.7142857142857143,7
E02004219,-0.3797271819594247,0.8888888888888888,9
E02005562,-0.3798728776559319,0.375,8
E02003275,-0.3804827118082493,1.0,7
E02006465,-0.3811887018108055,0.8333333333333334,6
E02005762,-0.38125207535587496,0.75,4
E02002776,-0.3818971279772875,1.0,6
E02003281,-0.3823978857620139,0.5714285714285714,7
E02004009,-0.38246312863724535,0.375,8
E02001758,-0.38300007927527524,0.875,8
E02001236,-0.38518460236483437,1.0,5
E02002033,-0.3853824954881019,0.875,8
E02004269,-0.38579968458736114,1.0,2
E02006638,-0.3866176722516351,0.6666666666666666,3
E02006437,-0.3868343485319349,0.7,10
E02001971,-0.3870422092445793,0.6,5
E02005912,-0.38704594125605873,0.7142857142857143,7
E02000228,-0.38738101432887057,0.5714285714285714,7
E02006044,-0.38931967765170095,1.0,5
E02001787,-0.38979456238508525,0.4444444444444444,9
E02005209,-0.3913359810995249,0.75,8
E02000514,-0.3917610323177669,0.5,6
E02005246,-0.39216699123180415,0.75,8
E02003506,-0.3924125322784992,1.0,6
E02001318,-0.39304331030819456,0.7142857142857143,7
E02000565,-0.3932739970205363,0.8333333333333334,6
E02000817,-0.39422338704398285,0.7142857142857143,7
E02005743,-0.3942609281962715,0.5714285714285714,7
E02002603,-0.39513236413646774,0.8,10
E02000124,-0.39526835851085834,0.8888888888888888,9
E02001243,-0.395272479903793,1.0,8
E02001130,-0.39576620757696335,0.5,10
E02003890,-0.39692914480842006,0.8,5
E02002941,-0.397532462672738,0.875,8
E02005151,-0.39805602202680956,0.4,5
E02004385,-0.39937466372081964,1.0,4
E02004270,-0.39967244487802,0.8333333333333334,12
E02006101,-0.3996909780949459,1.0,5
E02003523,-0.40015018710506645,1.0,6
E02000035,-0.4011035531950485,0.3333333333333333,6
E02006637,-0.40328384360182795,0.8,5
E02003505,-0.40380877201590837,0.6666666666666666,6
E02002205,-0.40432571311308374,0.9,10
E02005369,-0.4051921797646699,0.75,8
E02004718,-0.40528802749196935,1.0,5
E02005418,-0.40574549473801264,0.8,5
E02001969,-0.40714550271644023,0.6666666666666666,6
E02006305,-0.40753538520610555,0.8,5
E02002783,-0.40797068869889064,0.8333333333333334,6
E02000236,-0.40921245901173386,0.5,6
E02006732,-0.41015541794968347,1.0,4
E02000437,-0.4121078070245715,0.5,8
E02001290,-0.412825835425746,0.6666666666666666,9
E02003278,-0.41319440077580516,1.0,6
E02001463,-0.4138503369964242,0.2857142857142857,7
E02005992,-0.4146340747009484,0.6,10
E02006403,-0.41537059581070324,0.5,6
E02000748,-0.4165944866774115,0.4,5
E02003953,-0.41717147451459813,0.8333333333333334,6
E02005509,-0.41718952106938045,0.75,4
E02001340,-0.418114961530071,0.5714285714285714,7
E02002601,-0.4183564739241907,0.8571428571428571,7
E02001270,-0.41879510391899244,0.5555555555555556,9
E02002789,-0.42064479329375837,0.8,5
E02004302,-0.4215587901085834,0.5,6
E02003904,-0.42239258726654594,1.0,2
E02006546,-0.422644798700409,1.0,5
E02002967,-0.423223967840745,0.7142857142857143,7
E02006539,-0.42419314719144974,0.625,8
E02002225,-0.4249929267178344,1.0,8
E02001959,-0.425160915889171,0.42857142857142855,7
E02000813,-0.4259820351876966,0.5714285714285714,7
E02004674,-0.42689294049924664,0.4444444444444444,9
E02000127,-0.42728392373005136,0.8571428571428571,7
E02003916,-0.42745853948536083,1.0,3
E02004400,-0.42772672003351253,0.2857142857142857,7
E02003487,-0.42789022820956746,0.6666666666666666,6
E02005256,-0.42957879440891783,0.5,6
E02002790,-0.429579512351541,0.8333333333333334,6
E02005430,-0.4299611971348196,0.7,10
E02003575,-0.43012699489771133,0.75,4
E02001223,-0.4305146072846845,0.6666666666666666,6
E02001650,-0.43085315676863145,0.8,5
E02003951,-0.4313609225385351,0.5,4
E02006064,-0.43263252710838546,0.75,4
E02002171,-0.43270042290957766,1.0,7
E02002080,-0.4327917962909433,0.8571428571428571,7
E02006343,-0.43434190613290335,0.5384615384615384,13
E02005554,-0.43438718022037304,0.5,6
E02006691,-0.43450560196368104,1.0,2
E02004646,-0.43476828895743524,0.2857142857142857,7
E02001161,-0.43536535949448063,0.75,8
E02001025,-0.43542780695566,0.8333333333333334,6
E02005317,-0.4360178901424281,0.6,5
E02002606,-0.4366522957010038,0.8,5
E02004071,-0.4370640396619469,0.5,6
E02002937,-0.4399674735467144,0.8,15
E02002598,-0.44022595727238245,0.625,8
E02006223,-0.44147707410421416,0.8333333333333334,6
E02006471,-0.44232479815813497,1.0,9
E02004356,-0.442793363048952,1.0,7
E02001439,-0.4433103380461615,0.8,5
E02006368,-0.4433433678796418,0.5,6
E02002885,-0.44340433010125424,0.8571428571428571,7
E02006254,-0.44419461999873916,0.5,8
E02002638,-0.4444333157818193,0.6,5
E02006504,-0.44524107677483193,0.6666666666666666,15
E02000572,-0.4453635498870014,0.5,6
E02000512,-0.4453726808475119,0.3333333333333333,6
E02001734,-0.4468114677454872,0.8,5
E02005729,-0.4468975042073399,0.6666666666666666,6
E02004063,-0.4471235984518416,0.6,5
E02003587,-0.44732962544117055,0.8,5
E02006525,-0.44741401787306195,1.0,5
E02004830,-0.4486472074107202,0.7142857142857143,7
E02003673,-0.4490255790399706,0.3,10
E02006865,-0.45044900564835333,0.8571428571428571,7
E02002942,-0.4511104096953853,1.0,9
E02003456,-0.4546544176697859,0.7,10
E02002422,-0.4547730699287528,0.7142857142857143,7
E02003338,-0.45491394604244695,0.8,5
E02003818,-0.4549915846612411,0.5714285714285714,7
E02001442,-0.4559673717922449,0.6,5
E02005914,-0.4560990694502025,0.4,5
E02001157,-0.4566952633349375,0.8571428571428571,7
E02001350,-0.4586407306105877,0.7777777777777778,9
E02001356,-0.4588230198456539,0.8333333333333334,6
E02001295,-0.4603564996848175,0.8,5
E02004630,-0.46169209782411125,0.36363636363636365,11
E02005827,-0.4625695662414064,0.8,10
E02001686,-0.4629518454179739,0.5555555555555556,9
E02000435,-0.464537324005141,0.6,5
E02005007,-0.4646211200865954,0.8888888888888888,9
E02004422,-0.4652234654037277,0.9,10
E02004733,-0.46658852509557497,1.0,8
E02005253,-0.46710269196895576,0.5,10
E02002289,-0.4674960320578232,1.0,6
E02002837,-0.4679957371294139,0.42857142857142855,7
E02002587,-0.468485752824738,0.75,4
E02001651,-0.46973856443020634,0.6,10
E02002766,-0.46988311581401154,0.6,5
E02001522,-0.470392540882079,0.75,4
E02001220,-0.47225003049060116,0.6,5
E02002979,-0.4731373684967256,0.8333333333333334,6
E02005542,-0.47572117981743134,0.8,10
E02005514,-0.47651022450503244,0.3076923076923077,13
E02001782,-0.4781412449092245,0.5714285714285714,7
E02002472,-0.47834708890654193,1.0,9
E02003651,-0.47892298272616773,0.7222222222222222,18
E02001171,-0.4791431276276507,0.7142857142857143,7
E02005069,-0.47944802615231474,1.0,4
E02005892,-0.4795598106367228,0.2222222222222222,9
E02005419,-0.47960224704839444,1.0,5
E02005089,-0.48005775893594965,0.5714285714285714,7
E02000201,-0.48035098560518996,0.6666666666666666,6
E02001115,-0.48107920427681883,1.0,5
E02006467,-0.48274192566653407,0.9,10
E02000225,-0.48562629108988975,0.6666666666666666,6
E02006315,-0.48727562518895357,0.8,5
E02006815,-0.48790034315519437,1.0,6
E02003962,-0.4888141745391407,1.0,6
E02001134,-0.4892446319099142,0.8571428571428571,7
E02006771,-0.48995355947514313,1.0,11
E02004332,-0.4911542175667045,0.625,8
E02006292,-0.4912150075451402,0.45454545454545453,11
E02002765,-0.491960524538998,0.6666666666666666,6
E02005765,-0.4926880603837314,1.0,6
E02004466,-0.4928226538417421,0.8571428571428571,7
E02003715,-0.49406897030929614,0.6,10
E02002447,-0.4945667776742228,0.75,4
E02006301,-0.4950156916147874,0.25,4
E02004100,-0.4952874416736895,0.875,8
E02005207,-0.49603162522491195,0.8571428571428571,7
E02006527,-0.496128226788028,0.8571428571428571,7
E02001429,-0.4961792697083037,1.0,5
E02001029,-0.49618957709642225,0.6,5
E02002476,-0.49654035288632276,0.6666666666666666,6
E02002331,-0.4972310622660294,0.5,6
E02003135,-0.49743192491244237,0.6666666666666666,6
E02006048,-0.49803633684005255,0.8571428571428571,7
E02001150,-0.4999525905800734,0.5555555555555556,9
E02004335,-0.5002562786801881,0.3333333333333333,6
E02006416,-0.5002643167292762,0.6,10
E02005791,-0.5003716678474869,1.0,9
E02004704,-0.5019994589322824,0.2727272727272727,11
E02003771,-0.5029193594417523,0.25,4
E02001229,-0.502954490502137,1.0,7
E02002709,-0.5031574522752151,1.0,7
E02000061,-0.5040836812258391,0.375,8
E02004133,-0.5051204320745346,0.8,5
E02002498,-0.50595597104413,0.4,5
E02004404,-0.5063854669716903,0.375,16
E02003936,-0.5076096014879115,0.8888888888888888,9
E02005208,-0.5086779180636972,1.0,5
E02005354,-0.5088316397971735,0.5,8
E02001305,-0.508975811862518,0.8333333333333334,6
E02001186,-0.5090103084505291,0.8571428571428571,7
E02006654,-0.5098056920244549,0.3333333333333333,6
E02004216,-0.5105817436957842,1.0,5
E02002377,-0.5126084236695447,0.8571428571428571,7
E02003277,-0.5129561302328395,1.0,4
E02002772,-0.5130083111177661,1.0,8
E02005366,-0.513381474540159,0.16666666666666666,6
E02001761,-0.5136879777535275,0.7142857142857143,7
E02000895,-0.5178677948112751,0.5,8
E02001101,-0.5184367439782807,0.8333333333333334,6
E02003215,-0.5187272400450978,0.5,6
E02001523,-0.5190234039384439,0.4444444444444444,9
E02000502,-0.519069215733234,0.5,8
E02005988,-0.5198628148129949,0.8,5
E02006858,-0.5199659258777136,1.0,4
E02006469,-0.5203083170194843,0.75,8
E02001156,-0.5207030443968171,0.8571428571428571,7
E02004475,-0.5214271978450842,0.6,5
E02006008,-0.521498554761209,1.0,9
E02006215,-0.5225105548901297,0.75,12
E02006593,-0.5231902631061991,0.8333333333333334,6
E02004717,-0.5233615622400655,1.0,7
E02000344,-0.5238875598986945,0.8333333333333334,6
E02004358,-0.5241007627998047,1.0,5
E02000114,-0.5248086624436262,1.0,5
E02000986,-0.5250603267447987,1.0,4
E02001993,-0.5268599426436844,0.7777777777777778,9
E02003709,-0.5275109987246911,0.75,4
E02005922,-0.5275298319525727,0.6,5
E02003917,-0.5311917480037563,1.0,4
E02006528,-0.5320662838759314,1.0,7
E02002992,-0.5323140513526357,0.2857142857142857,7
E02000940,-0.5323321270293958,0.5,6
E02002933,-0.5352545083851583,1.0,6
E02005764,-0.5356458307800506,0.75,4
E02006627,-0.5382804028038526,0.625,8
E02002739,-0.538448729800774,0.8,5
E02002440,-0.5391872682458889,0.8333333333333334,6
E02005189,-0.5395306766354455,0.25,4
E02003938,-0.5397659978188996,1.0,4
E02006192,-0.5410902229739547,0.8888888888888888,9
E02004319,-0.5418865431118967,0.5,6
E02000562,-0.5430607292548432,0.375,8
E02001230,-0.5440285065190034,0.8888888888888888,9
E02004334,-0.5441851848804184,0.6666666666666666,6
E02001574,-0.5452938106278044,1.0,5
E02006436,-0.5471485395399017,1.0,5
E02003471,-0.5482140347931829,0.8571428571428571,7
E02002727,-0.5484705642174552,0.6,5
E02003076,-0.5490183505766435,0.7142857142857143,7
E02002611,-0.5496599159528538,0.6666666666666666,6
E02003858,-0.5501328580786581,0.5714285714285714,7
E02004426,-0.5505025715966002,0.6666666666666666,6
E02003819,-0.5507282233725199,1.0,4
E02004090,-0.5524941214733834,0.7142857142857143,7
E02005305,-0.5526581896676586,0.8,15
E02006188,-0.5527059892717379,1.0,6
E02006744,-0.55578445489072,0.2857142857142857,7
E02005275,-0.5559467745006297,0.75,4
E02005155,-0.5560080648294621,0.4,5
E02005991,-0.5564083794474467,1.0,4
E02003224,-0.5577161857394928,0.8,5
E02002045,-0.5581661006951717,0.9,10
E02006633,-0.5592338694759049,1.0,5
E02003574,-0.5610721746618637,0.8571428571428571,7
E02003169,-0.5612297271574135,1.0,7
E02003745,-0.5621727964123644,0.4,10
E02001731,-0.5622021985406769,0.36363636363636365,11
E02004424,-0.5629848295317917,0.75,4
E02006864,-0.5636953533321034,0.6666666666666666,9
E02000229,-0.5644706366593758,0.5,6
E02003296,-0.5652300244494224,0.5833333333333334,12
E02001646,-0.565621295523248,0.75,8
E02001569,-0.5662791611889217,0.8,5
E02001614,-0.5672409209349027,0.6,5
E02001007,-0.5677044110269174,0.8571428571428571,7
